user_id,article_1,article_2,article_3,article_4,article_5
200404,336221,336245,336220,289090,336223
200405,199198,166581,158536,156560,272143
200406,235854,199198,289090,64329,166581
200407,160974,160417,158536,199198,272143
200408,96210,336221,288440,234698,97053
200409,158536,162655,64329,156560,156624
200410,41873,234698,156560,158536,39960
200411,336220,357838,27382,119534,272143
200412,136438,199197,42835,136650,284547
200413,156560,272143,235230,284547,199197
200414,235230,156560,199197,313431,235870
200415,64329,272143,336223,95716,234698
200416,269220,165788,166583,166585,351536
200417,158536,162655,303292,160974,218337
200418,199198,64329,198659,166581,324823
200419,327400,327452,327663,328215,327806
200420,59057,31836,160132,303180,199198
200421,156560,272143,233717,160417,168623
200422,336221,119193,336223,48403,336220
200423,159762,156560,160417,285719,307779
200424,286336,234051,189524,42356,42951
200425,20691,336245,271262,272143,156619
200426,336223,95716,336221,235870,293301
200427,113983,123909,123757,64329,158536
200428,64329,234698,199197,95716,162655
200429,58333,96605,91390,95742,97459
200430,158536,336223,119193,156560,336221
200431,156560,64329,199198,198659,158536
200432,224855,225653,225374,156964,224557
200433,234698,336221,336223,336220,95716
200434,233717,168623,293301,289126,285719
200435,199198,166581,175040,324823,156560
200436,123757,123290,123818,124748,124352
200437,129121,40449,264771,312545,240233
200438,123289,199197,64329,293050,338340
200439,156624,156619,272143,199197,158536
200440,124749,234698,272143,123289,59057
200441,123757,123290,124352,123909,124350
200442,50864,50715,50383,68577,61582
200443,272143,199198,166581,324823,175040
200444,199198,64329,198659,166581,324823
200445,336221,235870,234698,156964,156560
200446,20691,96210,272143,293513,158882
200447,272143,198659,182394,64329,166581
200448,199198,128957,293050,32082,198659
200449,156560,70646,199197,235230,209236
200450,156560,336221,234698,199197,272143
200451,233778,284272,70646,66206,133540
200452,199197,336223,156560,166581,272143
200453,336221,235870,235616,234698,300082
200454,166048,111043,181585,233688,128260
200455,324823,272143,298035,298032,299767
200456,156560,288320,158536,160417,156447
200457,168623,64329,162655,158536,156560
200458,234698,202388,123757,336220,336245
200459,95716,234698,336221,300082,235870
200460,156624,156619,272143,199197,158536
200461,156624,156619,272143,199197,158536
200462,96210,20691,336223,199198,64329
200463,166581,175040,272143,198659,199198
200464,234698,336223,336221,95716,123818
200465,64329,198659,272143,336221,166581
200466,272143,234698,123909,336221,96210
200467,271887,220526,272804,273203,41487
200468,336476,348111,237443,233917,232995
200469,353680,279200,141422,352077,61994
200470,59057,31836,159762,225010,161506
200471,288320,336223,59057,31836,141004
200472,272143,199198,166581,324823,336380
200473,336221,59057,336220,293301,31836
200474,234698,336221,235870,156560,336223
200475,64329,156560,158536,199197,162655
200476,64329,161506,157078,272143,158536
200477,198659,64329,166581,272143,162655
200478,336221,272143,336254,283009,95716
200479,124748,313431,233717,235230,284547
200480,64329,198659,199198,25325,58580
200481,67021,336476,182513,224474,236961
200482,141057,121414,141054,120960,140273
200483,288320,59057,237524,199197,133160
200484,286161,284547,336476,206934,235230
200485,336221,324823,235870,199198,64329
200486,272143,198659,182394,64329,166581
200487,123818,161801,123290,272143,124228
200488,156560,162765,272143,235230,158536
200489,336221,235870,331738,300082,336476
200490,50715,50864,50823,207731,225010
200491,234698,168623,199197,236207,235616
200492,234698,160974,158536,199198,336221
200493,168623,237524,158536,156560,123909
200494,59057,124350,123757,123818,31836
200495,91298,91351,233717,156560,199198
200496,336221,283009,95716,235870,234698
200497,64329,156560,160417,162655,156619
200498,336221,336223,235870,95716,235616
200499,199197,234698,95716,313431,272143
200500,199198,272143,198659,64329,162655
200501,64329,199198,129434,293114,166581
200502,156624,156619,272143,199197,158536
200503,123818,123290,123757,124352,123289
200504,87231,87224,64329,199198,87228
200505,336221,289090,95716,235616,235870
200506,286321,199198,64329,198659,123909
200507,284985,158536,160417,293114,272218
200508,234698,336221,168623,95716,276970
200509,293301,233717,159762,289126,235616
200510,272143,198659,182394,64329,166581
200511,284547,124748,123757,218028,331738
200512,234698,336221,336223,95716,235870
200513,297906,300473,298310,234698,300128
200514,272143,285648,182513,336476,285342
200515,158536,162655,160974,218337,64329
200516,293050,124176,124350,324823,123290
200517,20691,338340,124350,96210,293050
200518,234698,234269,336220,198659,64329
200519,284547,161506,156560,235525,288321
200520,158536,156560,64329,214800,156447
200521,272143,156560,158536,235230,156624
200522,199198,198659,182394,272143,175040
200523,255955,254619,255556,254526,181940
200524,336221,119193,289090,336223,271261
200525,272143,20691,166581,64329,288440
200526,199198,198659,233688,111043,64329
200527,47999,47696,48016,93629,47728
200528,289090,235616,106630,84552,84451
200529,96210,198659,288440,234698,199198
200530,166585,166583,164013,112455,166228
200531,348093,331116,156560,209236,286161
200532,62464,162655,158536,70839,199198
200533,199198,64329,198659,166581,324823
200534,156560,158536,64329,156447,272143
200535,233717,276946,336476,284452,348111
200536,272143,158536,160417,162655,175040
200537,159762,293301,233717,156560,285719
200538,31836,234698,336221,133160,336223
200539,202388,234698,206627,71298,336221
200540,123290,124352,123818,123757,123289
200541,156560,199198,166581,158536,175040
200542,338340,189609,190311,189655,124350
200543,211863,211941,358109,40098,42004
200544,199198,64329,198659,50715,162655
200545,272143,158536,160417,162655,175040
200546,284547,20691,336245,199197,348111
200547,158536,162655,160974,218337,64329
200548,255935,254876,255937,255629,255007
200549,272143,156619,235230,158536,160417
200550,285343,278312,286161,284547,285342
200551,234698,336220,234269,156560,234267
200552,233717,289090,272143,336221,284985
200553,206735,234698,271262,198659,225010
200554,123482,124268,123659,123665,123365
200555,289090,336220,272143,235616,336223
200556,293301,156560,160417,286321,64329
200557,327072,184018,181730,183554,184007
200558,123290,123818,124352,123909,336221
200559,36161,2303,272143,64329,156560
200560,123909,158536,156560,336254,237524
200561,156560,64329,199198,198659,158536
200562,124177,324823,64329,124749,124350
200563,199197,96210,156619,327118,272143
200564,124350,293062,124176,123909,124749
200565,166581,64329,272143,199198,198659
200566,199198,166581,272218,158536,156560
200567,234698,336221,123757,235870,48737
200568,168623,159762,158536,156560,293301
200569,156560,162765,272143,235230,158536
200570,160417,156560,288320,156624,218337
200571,275343,209236,336748,276741,218028
200572,336221,59057,234698,336223,183176
200573,336220,233717,234267,195549,337192
200574,123818,124228,129434,123289,160417
200575,214021,64329,199197,293301,156654
200576,199197,234698,64409,87174,313431
200577,199197,206934,70646,284547,313431
200578,272143,64329,198659,156560,182394
200579,58580,277067,225010,313920,283764
200580,272143,336221,96755,175040,166581
200581,199198,64329,198659,166581,324823
200582,234698,336221,313431,235230,336223
200583,50864,50715,50383,68577,61582
200584,234698,133260,111043,183176,128260
200585,234698,336221,123909,336223,95716
200586,160417,156560,123290,124352,123818
200587,64329,156560,199198,163467,198659
200588,198659,64329,166581,199198,175040
200589,20691,64329,199198,336245,309203
200590,64329,272143,166581,199198,198659
200591,336221,234698,95716,336223,336220
200592,20691,336245,156560,288440,336476
200593,195782,20691,199198,64329,336245
200594,157078,124748,324823,199198,64329
200595,336220,202355,202493,205824,202388
200596,234698,336221,96210,235870,59057
200597,124350,123290,123289,124352,124748
200598,158536,272143,211863,160974,160417
200599,198659,64329,166581,124177,162655
200600,204029,44646,74326,106516,171689
200601,336476,36161,2303,348111,36129
200602,199198,64329,198659,166581,324823
200603,336220,277491,234267,289090,199198
200604,336221,336223,234698,289090,59057
200605,199198,64329,198659,166581,324823
200606,199198,44910,166581,156560,266020
200607,156560,123818,199198,158536,199197
200608,20691,336221,235870,156964,218654
200609,284096,235854,272143,337192,156624
200610,272143,199198,166581,324823,175040
200611,272143,175040,199198,166581,218337
200612,156560,162765,272143,235230,158536
200613,183176,156625,25325,283009,352979
200614,156560,214800,160132,233478,158536
200615,156560,64329,336221,199198,198659
200616,233688,96210,199197,128260,286161
200617,234698,95716,336223,235870,300082
200618,199198,64329,198659,273603,166468
200619,64329,199197,162655,199198,158536
200620,199198,64329,198659,166581,324823
200621,324823,272143,298035,298032,299767
200622,233717,293301,156654,284452,158536
200623,123818,123909,124352,123290,336220
200624,272143,284547,175040,64329,156560
200625,158536,156560,64329,156447,272143
200626,31836,235616,133160,236951,336476
200627,237426,199938,70008,61393,58521
200628,336220,354086,336245,289090,337192
200629,199198,166581,158536,156560,25325
200630,96210,161801,288440,237524,236207
200631,20691,233717,168623,166571,288440
200632,300263,214800,299945,58606,348112
200633,123290,123757,124352,124350,123289
200634,336221,234698,235870,272143,199198
200635,166581,175040,272143,198659,199198
200636,20691,119193,336245,59057,31836
200637,158536,156560,64329,336380,87179
200638,199198,96210,57748,198659,64329
200639,158536,156560,64329,272143,199197
200640,158536,162655,160974,218337,64329
200641,156560,50864,107301,50715,159019
200642,237870,314048,195773,187005,195603
200643,199197,235230,288435,336476,235854
200644,96210,288440,20691,336223,202355
200645,121771,120842,70556,145099,64329
200646,156560,162765,272143,235230,158536
200647,96210,235870,156560,95716,348112
200648,272143,156560,62464,158536,160417
200649,202493,199198,64329,198659,208539
200650,272143,175040,166581,64329,198659
200651,111043,293114,336220,158536,156560
200652,158536,156560,160974,284985,162655
200653,96210,272143,199198,20691,354086
200654,161602,157078,207994,124748,284547
200655,70095,307856,68030,65024,66326
200656,173025,173969,173924,172671,173642
200657,199198,64329,198659,336380,166581
200658,166581,175040,336223,272143,198659
200659,49246,168681,236444,50480,35785
200660,124352,123757,123818,123290,123289
200661,156560,162765,272143,235230,158536
200662,156560,234698,199197,313431,336221
200663,218028,73392,202355,272143,235715
200664,158536,64329,162655,156560,156624
200665,284583,236610,96244,20691,96210
200666,217681,352555,261612,7694,68789
200667,272143,199198,166581,324823,64329
200668,336221,64329,272143,156964,300082
200669,157079,161409,70737,50864,157732
200670,195414,195978,185834,156560,257100
200671,293301,336221,336220,159762,59057
200672,336220,336221,235616,293301,234267
200673,124748,123818,123290,124352,124228
200674,336221,208531,202388,235230,235870
200675,272143,175040,166581,62464,162655
200676,64329,199198,198659,162655,166581
200677,160974,160417,158536,199198,272143
200678,199198,64329,198659,162655,237870
200679,236370,236356,183521,233717,182023
200680,182513,336476,348134,272143,284474
200681,336223,234698,336221,95716,59057
200682,156560,272143,234698,284547,160974
200683,64329,272143,276970,123909,233688
200684,234698,124350,95716,123290,124352
200685,293301,233717,300263,159762,214800
200686,91362,62667,96481,95743,91264
200687,199198,64329,272143,166581,156560
200688,50864,129434,272218,331116,198199
200689,156560,50864,74702,74705,167006
200690,234698,123289,95716,124748,315105
200691,123290,156560,199197,123818,73271
200692,320524,123757,320545,320398,320720
200693,336220,235854,289090,337192,157078
200694,156560,158536,59057,64329,235854
200695,293114,313431,95977,58891,284547
200696,20691,336245,156560,272143,199198
200697,336221,272143,20691,183176,336245
200698,64329,156560,31836,133160,162655
200699,272143,198659,182394,64329,166581
200700,272143,166581,158536,199198,162655
200701,289003,277107,283009,336254,157478
200702,313431,235230,156560,284547,187065
200703,272143,336221,199198,64329,166581
200704,292926,293335,124749,293273,96755
200705,199198,272143,31520,64329,324823
200706,272143,324823,199198,336476,166581
200707,199198,166581,175040,48500,324823
200708,123289,235616,199198,272143,156560
200709,123818,124352,123757,123289,272143
200710,275192,275190,336476,275189,278808
200711,199198,166581,175040,324823,156560
200712,156560,160417,158536,156619,64329
200713,95716,336223,48403,119193,270229
200714,289090,123289,336220,168623,20691
200715,64329,199198,289126,285719,283505
200716,33263,288379,315088,314347,275148
200717,64329,199198,166581,198659,324823
200718,234698,235870,336221,300082,156964
200719,3241,3464,2197,4578,5258
200720,30315,336221,31409,235870,272143
200721,123818,123290,123289,123757,124352
200722,199198,64329,198659,156560,166581
200723,305017,303484,303967,29436,180862
200724,20691,336245,233658,74230,140349
200725,96210,288440,20691,336245,289090
200726,156560,162765,272143,235230,158536
200727,64329,199197,158536,162655,48403
200728,257291,159762,336221,293301,289126
200729,156560,272143,158536,64329,162655
200730,198659,64329,166581,199198,175040
200731,272143,234698,123909,336221,96210
200732,158536,162655,160974,218337,64329
200733,284547,235230,156560,336223,313431
200734,64329,234267,198659,166581,272143
200735,336220,95716,48403,234698,235854
200736,195746,195217,182416,182836,182575
200737,272143,166581,199198,64329,224658
200738,336221,235870,156964,300082,234698
200739,156560,160417,157441,158536,156447
200740,158536,156560,64329,156447,272143
200741,50864,50715,50383,68577,61582
200742,234698,95716,272143,336223,300082
200743,156560,162765,272143,235230,158536
200744,156560,162765,272143,235230,158536
200745,336476,348111,237443,233917,232995
200746,158536,162655,64329,160417,156560
200747,156560,160417,158536,156619,64329
200748,64329,162655,158536,156560,272143
200749,199198,272143,166581,175040,198659
200750,87157,35486,348480,36273,85314
200751,67185,313431,235230,211561,42873
200752,162655,202355,158536,64329,272143
200753,234698,199197,284547,64329,162655
200754,95716,20691,96210,336221,235870
200755,158536,162655,160974,218337,64329
200756,357838,272143,156560,156619,235230
200757,95716,336221,234698,235870,336223
200758,20691,272143,64329,96210,288440
200759,96873,96481,96960,96029,95743
200760,64329,272143,199198,324823,166581
200761,123818,123757,123290,124352,123909
200762,224474,201888,201750,324509,106567
200763,123290,124352,123818,123289,123757
200764,160417,123289,156560,272143,156619
200765,199198,175040,166581,198659,324823
200766,271262,156624,235230,233717,293301
200767,123757,123290,124352,234698,123909
200768,199496,226390,198867,199591,199032
200769,48403,237524,301015,119193,31836
200770,50569,123909,286321,108855,276970
200771,50864,50715,50383,68577,61582
200772,57757,57576,57545,56187,202322
200773,160417,156619,156624,162655,272143
200774,123290,124352,123818,123757,123289
