user_id,article_1,article_2,article_3,article_4,article_5
200178,156560,64329,198659,199198,161801
200179,183176,96210,235854,128260,307779
200180,303653,304757,303781,304487,303967
200181,283123,215839,215770,216304,31594
200182,59057,293301,337192,277492,233717
200183,156560,161506,161801,272143,235652
200184,64329,162655,156560,198659,199198
200185,4983,5090,4772,4767,3918
200186,161801,182513,341457,87174,215674
200187,199197,156560,198659,199198,162655
200188,285343,278312,286161,286084,285747
200189,20691,96210,284583,332198,288440
200190,50864,50715,50383,161409,61582
200191,59057,123818,123290,124352,123289
200192,336221,235870,156560,156964,284547
200193,272143,199197,158536,160417,235230
200194,156560,272143,160417,235230,199197
200195,156624,272143,199197,156619,158536
200196,272143,198659,182394,64329,224658
200197,59057,272143,31836,48403,20691
200198,336254,203179,64329,272143,270324
200199,286336,283123,31594,288620,8131
200200,233717,293301,234698,159762,257291
200201,272143,64329,158536,123289,123757
200202,298035,298032,299582,237524,276970
200203,272143,336223,59057,64329,336221
200204,336223,336221,272143,64329,234698
200205,336221,96210,156560,214139,199198
200206,64329,162655,156964,336221,199197
200207,308242,284018,342187,352619,342109
200208,34110,85906,162778,158876,144920
200209,156560,124350,123289,272143,36161
200210,166048,166050,163822,162965,163705
200211,293050,199198,137697,321369,16764
200212,244179,59506,208138,123826,124350
200213,17889,236951,87188,156624,272143
200214,31751,162655,156560,25207,30003
200215,336380,129434,336221,235870,338339
200216,111210,301015,123909,276970,354086
200217,298524,298041,299369,300128,300529
200218,133816,235616,336223,136145,234698
200219,10082,8793,8901,9027,270302
200220,286161,235230,286084,156619,161602
200221,272143,175040,199198,166581,132789
200222,183176,160940,158906,354086,336220
200223,208237,225019,235230,161801,206934
200224,199198,272143,198659,64329,156560
200225,298035,298032,299582,298030,299523
200226,341075,36855,36329,36349,107301
200227,199197,272143,235230,70646,284547
200228,234698,336221,336220,235616,235870
200229,199197,235616,336221,234698,272143
200230,10082,8793,8901,9027,270302
200231,158536,162655,160974,64329,218337
200232,298035,298032,299582,298030,299523
200233,341794,336220,341287,343282,343150
200234,58580,225010,348111,182513,336476
200235,30377,28900,87569,30086,32160
200236,320891,321670,320833,320694,156560
200237,59057,336223,123290,336221,234698
200238,199198,166581,64329,324823,272143
200239,162655,124194,158536,160974,168623
200240,160417,162655,156619,156560,64329
200241,129596,127852,127574,361863,129862
200242,272804,272689,34305,270512,270225
200243,123818,123290,124352,124228,124748
200244,272143,175040,64329,199198,162655
200245,289003,202652,207603,202381,336380
200246,336221,336220,235616,234269,234267
200247,272143,198659,182394,64329,224658
200248,198659,199198,64329,166581,324823
200249,198659,199198,64329,166581,336476
200250,324823,64329,199198,336220,119534
200251,272143,158536,64329,199198,162655
200252,216191,331116,235870,234698,283009
200253,272143,64329,224658,166581,198659
200254,336221,59057,235870,336223,95716
200255,20691,336245,96210,123757,284583
200256,160974,199198,162655,64329,272143
200257,336221,59057,272143,336223,123909
200258,289090,336220,235854,337192,277491
200259,234698,59057,95716,336221,336223
200260,337873,58939,166958,337624,338093
200261,234698,284547,212982,88724,211881
200262,284547,285342,285648,285343,10082
200263,233717,293301,272143,166581,64329
200264,293301,214800,159762,58606,160132
200265,160417,158536,160974,272143,162655
200266,158536,156560,272143,64329,160417
200267,336254,160132,156560,158536,160417
200268,320607,158536,320901,162655,156560
200269,300486,68866,163444,135626,135562
200270,156560,272143,160417,235230,199197
200271,156560,64329,20691,198659,199198
200272,336221,234698,95716,336223,59057
200273,272143,64329,198659,182394,199197
200274,160974,160417,158536,272143,199198
200275,198659,64329,272143,166581,162655
200276,208539,156560,123757,123290,202289
200277,293114,336245,288440,124749,284985
200278,293301,257291,159762,289126,234698
200279,156560,64329,293050,199198,199197
200280,105950,314526,86699,311902,312002
200281,336221,20691,235870,160974,272143
200282,323546,324286,323762,324621,323920
200283,336476,156560,348111,272143,160417
200284,272143,199197,64329,198659,59057
200285,293301,199197,336254,156560,234698
200286,123818,123290,123757,124352,123289
200287,50864,50823,159762,50863,62575
200288,156560,160974,300470,202383,272143
200289,199198,336223,272143,324823,288320
200290,336254,161801,159938,156560,158794
200291,36161,2303,36129,199198,272143
200292,199197,235230,313431,59057,336221
200293,64329,156560,199198,336221,198659
200294,156560,160417,272143,158536,64329
200295,272143,199198,64329,198659,123289
200296,272143,156560,160974,182513,199197
200297,283592,283123,48972,156560,168642
200298,336221,123818,123289,123757,272143
200299,123289,123757,123290,124352,272143
200300,198980,111892,107195,272143,111031
200301,124352,124350,123290,123818,123757
200302,234698,336221,336220,235854,234267
200303,259223,110364,258649,258083,233717
200304,277491,198659,336221,235854,336220
200305,199197,198659,156560,199198,64329
200306,313242,198659,199198,156560,64329
200307,199197,272143,50494,235230,313431
200308,336476,182513,348134,272143,284474
200309,199198,64329,202636,198659,166581
200310,156560,272143,160417,235230,199197
200311,198659,64329,199198,175040,156560
200312,283592,48972,205052,285648,160473
200313,272143,64329,59057,224658,166581
200314,158536,162655,160974,64329,218337
200315,235870,336221,156964,234698,64409
200316,58580,336476,182513,313920,236566
200317,336221,156560,199198,235870,175040
200318,198659,199198,64329,106821,166581
200319,124350,123757,124749,124748,123289
200320,358109,293301,337192,159762,108642
200321,272143,198659,182394,64329,224658
200322,235230,199197,298035,298032,206934
200323,235870,95716,234698,336221,336223
200324,158536,162655,160974,64329,218337
200325,166583,166585,166228,166048,223495
200326,272143,166581,64329,199198,175040
200327,289090,64329,198659,166581,336221
200328,199198,175040,166581,324823,156560
200329,198659,199198,156560,64329,199197
200330,324823,198659,199198,64329,166581
200331,156560,272143,336223,277491,336221
200332,235616,336476,234698,199197,236338
200333,156625,288548,123909,233717,216191
200334,336223,336221,59057,31836,199197
200335,96210,351876,156560,20691,348138
200336,25325,156625,123909,161425,168623
200337,156560,272143,160417,235230,199197
200338,181674,184292,42185,182023,181914
200339,129557,288620,8131,236925,324062
200340,181435,182379,313434,70195,29840
200341,113369,293301,326736,327207,156654
200342,272143,234698,123909,336221,96210
200343,234698,95716,336223,59057,336221
200344,123290,124352,123818,123757,123289
200345,50864,50715,50383,161409,61582
200346,298035,298032,160974,354086,299582
200347,10082,8793,8901,9027,270302
200348,336245,288440,59063,20691,96210
200349,59057,336223,96210,20691,336221
200350,156560,64329,162655,289126,199198
200351,289003,57966,199197,198659,157478
200352,234698,95716,235870,336223,235854
200353,158536,162655,64329,156624,272143
200354,313431,235230,129029,156560,286161
200355,283009,336221,336254,331116,289003
200356,96210,20691,199198,336221,198659
200357,96029,96635,96960,96481,95743
200358,198659,289090,64329,166581,277491
200359,272143,59057,336221,336223,234698
200360,156560,160417,293301,159762,64329
200361,336476,348111,233917,181928,232995
200362,234698,59057,336221,95716,235870
200363,64329,272143,199198,324823,166581
200364,198659,199198,64329,166581,8576
200365,123290,124352,123818,123757,123289
200366,156560,272143,160417,235230,199197
200367,245702,299131,59057,48403,331128
200368,336223,336221,285719,235870,208582
200369,123818,124352,96210,123757,124194
200370,234698,95716,284547,235870,336223
200371,272143,199197,156619,158536,160417
200372,64329,158536,156560,162655,272143
200373,162655,156624,313454,272143,64329
200374,199197,156560,202493,206934,235230
200375,336221,272143,235616,198659,336223
200376,50509,154932,159762,36348,35325
200377,198659,199198,64329,166581,324823
200378,202087,201775,201784,156560,5408
200379,289090,336221,111043,283505,234269
200380,293301,336220,159762,257291,285719
200381,129441,128722,129892,129694,128289
200382,336476,348111,233917,181928,232995
200383,64329,198659,166581,272143,199198
200384,235870,336223,59057,234698,95716
200385,123290,124352,123757,123289,124350
200386,272143,156560,158536,160417,175040
200387,293301,233717,159762,156560,168623
200388,156560,158536,64329,293114,272143
200389,272143,198659,118986,64482,78601
200390,14868,15949,16132,16841,14827
200391,156560,50864,50715,272143,160417
200392,261612,15226,187067,121834,177155
200393,20691,336245,183176,319880,158536
200394,336221,272143,156964,95716,214631
200395,336223,336220,288320,133160,59057
200396,336221,95716,336223,234698,59057
200397,156624,199197,158536,272143,162655
200398,59057,123289,288320,303180,124194
200399,166583,166585,166228,166048,223495
200400,321612,284136,328066,353682,320859
200401,156560,160417,162655,272143,160974
200402,64329,198659,199198,324823,175040
200403,336221,336223,234698,235616,39515
200404,336221,336220,59057,336245,289090
200405,199198,156560,272143,234698,175040
200406,235854,199198,289090,336221,128260
200407,160974,160417,158536,272143,199198
200408,96210,336221,97053,288440,95519
200409,158536,162655,156560,64329,156624
200410,234698,156560,41873,158536,95716
200411,336220,357838,119534,272143,10082
200412,136438,199197,137305,284547,136906
200413,272143,156560,284547,235230,129029
200414,272143,199197,156560,235230,313431
200415,272143,336223,64329,95716,234698
200416,269220,165788,166583,166585,351536
200417,158536,162655,303292,303549,304867
200418,198659,199198,64329,166581,324823
200419,327663,327452,288620,8131,327400
200420,59057,31836,303180,160132,336223
200421,156560,233717,32082,272143,160417
200422,336221,336223,234698,119193,48403
200423,159762,156560,307779,160417,285719
200424,286336,31594,288620,8131,324062
200425,20691,336245,272143,96186,199197
200426,336223,235870,59057,95716,336221
200427,123909,113983,64329,156560,158536
200428,64329,199197,234698,272143,162655
200429,97459,58333,96605,95519,31053
200430,336221,119193,336223,158536,156560
200431,156560,64329,198659,199198,199197
200432,224855,225653,106407,156964,225374
200433,234698,336221,336223,59057,235870
200434,233717,59057,289126,168623,285719
200435,199198,175040,166581,324823,156560
200436,123757,123818,123290,123289,124748
200437,40449,21277,21153,190808,20521
200438,123289,199197,338340,293050,64329
200439,156624,272143,199197,156619,158536
200440,59057,272143,124749,234698,123289
200441,123757,123290,124352,95485,95722
200442,50864,50715,50383,161409,61582
200443,272143,199198,166581,324823,175040
200444,198659,199198,64329,166581,324823
200445,336221,336223,235870,123909,234698
200446,20691,293513,96210,272143,288440
200447,272143,198659,182394,64329,224658
200448,199198,128957,293050,198659,32082
200449,199197,156560,70646,235230,64329
200450,199197,156560,336221,234698,272143
200451,133540,65753,153289,223335,284272
200452,199197,336223,59057,272143,166581
200453,336221,235870,235616,336223,234698
200454,166048,166050,163822,162965,163705
200455,298035,298032,299582,298030,299523
200456,156560,288320,160417,158536,156447
200457,64329,168623,162655,156560,198659
200458,136629,202388,234698,69463,8934
200459,336221,95716,234698,235870,336223
200460,156624,272143,199197,156619,158536
200461,156624,272143,199197,156619,158536
200462,96210,20691,336221,336223,198659
200463,166581,175040,272143,198659,199198
200464,234698,336223,59057,95716,336221
200465,64329,336221,288620,8131,175162
200466,272143,234698,123909,336221,96210
200467,272804,271887,272934,273203,220526
200468,336476,348111,233917,181928,232995
200469,353680,279200,141422,352077,351820
200470,59057,31836,225010,159762,161506
200471,288320,336223,59057,141004,31836
200472,272143,199198,166581,324823,64329
200473,336221,59057,234698,336223,128260
200474,234698,336221,235870,272143,59057
200475,64329,199197,156560,162655,272143
200476,64329,161506,272143,156560,157078
200477,198659,272143,64329,166581,324823
200478,336221,272143,95716,336223,336254
200479,313431,233717,235230,124748,284547
200480,198659,64329,199198,175040,156560
200481,336476,182513,224474,348111,67021
200482,141057,141054,120960,140273,140465
200483,59057,288320,336223,133160,235870
200484,336476,206934,286161,284547,235230
200485,336221,324823,235870,198659,199198
200486,272143,198659,182394,64329,224658
200487,123818,272143,161801,123290,124352
200488,156560,272143,160417,235230,199197
200489,336221,331738,235870,336476,235616
200490,50715,207731,50864,50823,225010
200491,234698,168623,199197,235616,236207
200492,234698,336221,160974,156560,59057
200493,237524,168623,156560,158536,95972
200494,59057,124350,123757,123909,123818
200495,91298,156560,233717,91351,93371
200496,336221,59057,234698,336223,95716
200497,64329,156560,162655,160417,199197
200498,336221,336223,235870,95716,30088
200499,199197,234698,272143,95716,156624
200500,199198,198659,272143,64329,166581
200501,64329,199198,129434,324823,338339
200502,156624,272143,199197,156619,158536
200503,123818,123290,124352,123757,123289
200504,87231,64329,199198,87224,272143
200505,336221,336223,235616,289090,235870
200506,59057,198659,199198,286321,64329
200507,284985,158536,160417,293114,272218
200508,336221,234698,59057,95716,276970
200509,293301,233717,235616,159762,289126
200510,272143,198659,182394,64329,224658
200511,284547,123757,124748,331738,218028
200512,234698,336221,336223,95716,235870
200513,298035,298032,299582,297906,298030
200514,272143,285648,336476,182513,284547
200515,158536,162655,160974,64329,218337
200516,293050,124176,124350,324823,123757
200517,20691,59057,338340,124350,293050
200518,234698,336220,198659,272143,162655
200519,284547,161506,156560,235525,235652
200520,156560,158536,64329,272143,214800
200521,272143,156560,158536,199197,235230
200522,199198,198659,182394,272143,175040
200523,255955,254619,255556,254526,255935
200524,336221,119193,336223,234698,48403
200525,272143,20691,166581,293513,64329
200526,199198,198659,111043,64329,233688
200527,47999,47696,47994,47988,66304
200528,84552,289090,235616,84404,83592
200529,96210,198659,272143,288440,199198
200530,166583,166585,166228,166048,223495
200531,348093,156560,331116,286161,209236
200532,162655,62464,198659,199198,31520
200533,198659,199198,64329,166581,324823
200534,156560,158536,64329,272143,156447
200535,233717,276946,284452,348111,336476
200536,272143,158536,160417,162655,175040
200537,159762,293301,233717,156560,288620
200538,31836,234698,336223,59057,336221
200539,202388,234698,29953,336221,206168
200540,123290,123818,124352,123757,123289
200541,156560,199198,175040,166581,272143
200542,224354,161227,161363,325756,207255
200543,166048,166050,163822,162965,163705
200544,199198,64329,198659,162655,175040
200545,272143,158536,160417,162655,175040
200546,284547,20691,336245,199197,348111
200547,158536,162655,160974,64329,218337
200548,255935,254876,255937,253120,254897
200549,272143,199197,156619,158536,160417
200550,285343,278312,286161,286084,285747
200551,234698,336220,156560,336221,234269
200552,233717,272143,289090,336221,159762
200553,206735,272143,198659,234698,225010
200554,123482,288620,8131,324062,124268
200555,336221,272143,336223,336220,59057
200556,293301,156560,160417,286321,64329
200557,327072,184018,183554,181583,181450
200558,123290,124352,123818,123909,124350
200559,36161,2303,272143,64329,156560
200560,349551,279512,349325,308711,123909
200561,156560,64329,198659,199198,199197
200562,324823,124177,64329,336221,124749
200563,199197,272143,156619,96210,270607
200564,59057,293062,124350,128957,272143
200565,272143,166581,64329,199198,175040
200566,199198,64329,156560,198659,272218
200567,234698,336221,10082,8793,8901
200568,156560,168623,293301,158536,159762
200569,156560,272143,160417,235230,199197
200570,160417,156560,288320,162655,336223
200571,209236,275343,276741,336748,218028
200572,59057,336221,234698,336223,235870
200573,336220,195549,186468,186089,233717
200574,123818,123289,124228,129434,124194
200575,214021,64329,199197,162655,156560
200576,199197,313431,234698,284547,64409
200577,199197,206934,70646,313431,284547
200578,272143,64329,198659,182394,199197
200579,58580,277067,313920,225010,283764
200580,272143,336221,175040,96755,166581
200581,198659,199198,64329,166581,324823
200582,336221,234698,313431,336223,235870
200583,50864,50715,50383,161409,61582
200584,288620,8131,324062,234698,128260
200585,336221,234698,59057,123909,336223
200586,160417,123290,156560,123818,272143
200587,64329,163467,166048,156560,198659
200588,198659,64329,166581,199198,175040
200589,336221,64329,20691,199198,336245
200590,64329,272143,198659,199198,166581
200591,336221,234698,336223,59057,95716
200592,20691,336245,288440,336476,156560
200593,199198,64329,20691,272143,194686
200594,324823,157078,198659,124748,199198
200595,161227,161363,202388,336220,325756
200596,336221,59057,234698,341794,96210
200597,124350,123757,123289,336223,123290
200598,158536,272143,64329,160974,211863
200599,198659,64329,166581,162655,175040
200600,204029,44646,74326,106516,171689
200601,336476,36161,2303,348111,36129
200602,198659,199198,64329,166581,324823
200603,336220,277491,234267,289090,235616
200604,336221,59057,234698,336223,235870
200605,198659,199198,64329,166581,324823
200606,199198,156560,199197,175040,166581
200607,156560,3082,82932,133275,199197
200608,336221,20691,235870,156964,234698
200609,235854,337192,284096,288435,354086
200610,272143,199198,166581,324823,175040
200611,272143,175040,199198,166581,218337
200612,156560,272143,160417,235230,199197
200613,183176,156625,284339,288435,283009
200614,156560,214800,160132,233478,160417
200615,336221,156560,64329,198659,199198
200616,96210,128260,233688,199197,95977
200617,234698,59057,95716,336223,235870
200618,272804,198659,199198,64329,273157
200619,64329,199197,162655,198659,199198
200620,198659,199198,64329,166581,324823
200621,298035,298032,299582,298030,299523
200622,293301,233717,156560,158536,160417
200623,336223,123818,123909,124352,123290
200624,272143,284547,175040,64329,156560
200625,156560,158536,64329,272143,156447
200626,31836,235616,133160,236951,336223
200627,237426,161227,161363,325756,207255
200628,336220,337192,336245,289090,119534
200629,199198,64329,156560,25325,123909
200630,96210,161801,324823,288440,237524
200631,20691,233717,168623,288440,206738
200632,300263,214800,299945,58606,235854
200633,123757,123290,123289,124350,336221
200634,336221,234698,272143,235870,199198
200635,166581,175040,272143,198659,199198
200636,119193,20691,59057,31836,336221
200637,156560,158536,64329,272143,336380
200638,199198,198659,57748,96210,64329
200639,64329,272143,199197,156560,158536
200640,158536,162655,160974,64329,218337
200641,156560,50864,107301,50715,159019
200642,10082,8793,8901,9027,195773
200643,199197,336476,83565,235230,313431
200644,96210,288440,336223,20691,336245
200645,121771,70556,145099,120842,122149
200646,156560,272143,160417,235230,199197
200647,96210,336221,235870,156560,95716
200648,272143,156560,158536,160417,62464
200649,202493,198659,199198,64329,208539
200650,272143,175040,198659,64329,166581
200651,111043,119534,293114,336220,128260
200652,158536,156560,160974,284985,162655
200653,96210,272143,199198,20691,354086
200654,207994,161602,157078,284547,198659
200655,70095,225424,297863,307856,66326
200656,173025,173969,173924,174390,172671
200657,198659,199198,64329,336380,166581
200658,166581,175040,336223,272143,198659
200659,49246,168681,160132,236444,35785
200660,124352,123757,123818,123290,123289
200661,156560,272143,160417,235230,199197
200662,156560,199197,234698,336221,313431
200663,218028,272143,336254,235715,202355
200664,64329,158536,162655,156560,199197
200665,284583,236610,96244,20691,96210
200666,352555,261612,7694,121834,220102
200667,272143,199198,166581,324823,64329
200668,336221,272143,64329,156964,95716
200669,70737,162117,270424,161409,157079
200670,288620,8131,324062,185834,198867
200671,336221,293301,336220,59057,234698
200672,336220,336221,235616,159762,293301
200673,123290,123818,124352,124748,199198
200674,202388,208531,336221,225010,203199
200675,272143,175040,166581,162655,198659
200676,64329,198659,199198,162655,199078
200677,160974,160417,158536,272143,199198
200678,199198,64329,198659,162655,255473
200679,9060,223908,215581,183521,236370
200680,336476,182513,348134,272143,284474
200681,336223,234698,336221,95716,59057
200682,156560,59057,272143,199197,234698
200683,272143,64329,276970,123909,224658
200684,234698,124350,95716,124352,123290
200685,159762,293301,233717,300263,160132
200686,97123,97119,97118,96481,97140
200687,199198,64329,272143,156560,166581
200688,129434,50864,331116,272218,198199
200689,156560,74599,50864,74705,74702
200690,234698,123289,95716,124748,198659
200691,123290,156560,199197,123818,284547
200692,320545,320524,320366,321060,320215
200693,336220,235854,337192,289090,119534
200694,156560,59057,158536,272143,7759
200695,95977,313431,58891,59057,293114
200696,20691,156560,272143,336245,199198
200697,336221,272143,20691,234698,59057
200698,64329,156560,199198,133160,31836
200699,272143,198659,182394,64329,224658
200700,272143,64329,199198,162655,166581
200701,289003,277107,336254,283009,157478
200702,313431,235230,156560,129029,187065
200703,272143,336221,235870,199198,64329
200704,292409,292966,293401,293536,293335
200705,199198,272143,31520,64329,324823
200706,272143,324823,199198,336476,166581
200707,10082,8793,8901,9027,270302
200708,123289,59057,156560,199198,235616
200709,123818,124352,123757,123289,272143
200710,275192,275190,336476,275189,232753
200711,199198,175040,166581,324823,156560
200712,156560,160417,156619,158536,64329
200713,95716,336223,270229,234698,48403
200714,123289,289090,336221,336220,59057
200715,64329,199198,289126,285719,324823
200716,33263,288379,314347,275148,315088
200717,64329,199198,324823,166581,198659
200718,234698,336221,235870,336223,156964
200719,3241,3464,4578,5258,2197
200720,336221,30315,272143,235870,156560
200721,123818,123290,123289,124194,123757
200722,198659,199198,156560,64329,199197
200723,305017,10082,8793,8901,9027
200724,20691,336245,287792,287840,287800
200725,288440,96210,20691,336245,289090
200726,156560,272143,160417,235230,199197
200727,156560,64329,199197,162655,48403
200728,293301,257291,159762,336221,289126
200729,156560,272143,158536,64329,162655
200730,198659,64329,199198,166581,272143
200731,272143,234698,123909,336221,96210
200732,158536,162655,160974,64329,218337
200733,284547,235230,156560,313431,336223
200734,64329,234267,198659,272143,337192
200735,336220,234698,336223,95716,95604
200736,182994,183836,182575,184018,182433
200737,272143,199198,166581,64329,224658
200738,336221,156964,235870,300082,234698
200739,156560,160417,158536,156447,157441
200740,156560,158536,64329,272143,156447
200741,50864,50715,50383,161409,61582
200742,234698,272143,95716,336223,59057
200743,156560,272143,160417,235230,199197
200744,156560,272143,160417,235230,199197
200745,336476,348111,233917,181928,232995
200746,162655,158536,64329,199197,160417
200747,156560,160417,156619,158536,64329
200748,64329,162655,156560,156619,272143
200749,199198,272143,64329,198659,175040
200750,87157,35486,348480,36273,85314
200751,313431,235230,284547,285342,336801
200752,162655,272143,199197,64329,202355
200753,234698,199197,64329,162655,284547
200754,336221,235870,95716,20691,59057
200755,158536,162655,160974,64329,218337
200756,357838,156560,272143,160417,199197
200757,95716,336223,336221,235870,234698
200758,20691,272143,64329,293513,96210
200759,96029,96635,96960,96481,95743
200760,64329,272143,199198,324823,166581
200761,123818,123290,123757,124352,124350
200762,224474,223908,215581,230287,8845
200763,123290,123818,124352,123289,123757
200764,160417,272143,123289,156560,64329
200765,199198,175040,166581,198659,324823
200766,271262,156624,156560,235230,233717
200767,123757,123290,124352,234698,123909
200768,198867,199653,198322,199591,199496
200769,48403,288320,59057,31836,336221
200770,50569,123909,20691,96210,50385
200771,50864,50715,50383,161409,61582
200772,57757,10082,8793,8901,9027
200773,160417,162655,156619,272143,64329
200774,123290,124352,123818,123757,272143
