user_id,article_1,article_2,article_3,article_4,article_5
200084,161100,158536,160974,160132,162369
200085,118443,300472,118444,300473,299146
200086,123290,123559,124352,123393,123564
200087,95977,140676,123368,140678,124228
200088,158536,156447,159762,156618,160974
200089,160974,161100,160132,159034,162338
200090,277068,215693,237452,216191,216176
200091,70215,70217,285422,284382,286356
200092,314413,123368,314424,74637,124717
200093,285101,337563,284547,338217,337087
200094,289186,288321,288482,198610,199197
200095,226595,5314,226569,226681,226648
200096,123564,124196,124749,123559,123368
200097,162147,96739,336839,96917,337563
200098,286161,284382,286356,284547,288721
200099,14644,13811,16040,16357,15637
200100,313006,216136,182006,63304,338161
200101,363173,361107,361653,44769,361762
200102,199114,198822,199844,156624,161100
200103,236444,234195,234813,234814,236541
200104,198610,20591,199197,198817,17527
200105,225019,48403,289186,288321,132475
200106,161100,337746,160974,209245,160132
200107,209653,284985,42889,59057,214206
200108,95504,96672,95977,96418,96940
200109,297802,298380,299023,298948,300560
200110,128551,292924,293320,292851,293381
200111,161100,162338,160974,160132,158536
200112,159762,158229,161100,162338,160974
200113,234413,284191,198610,199197,198817
200114,123368,141416,124196,123290,124751
200115,158536,156447,159762,156618,160974
200116,160974,162338,156618,161100,226460
200117,236552,234377,236358,237612,235525
200118,299423,198610,199197,198817,198822
200119,161100,159762,162338,160974,158229
200120,236338,236566,123368,124734,124228
200121,198610,199844,199418,198822,199114
200122,336250,337563,337051,285101,337746
200123,199198,63307,63281,198610,198820
200124,161100,160132,160974,156624,159762
200125,123368,286161,124228,124734,123826
200126,286161,284382,286356,160938,161868
200127,160974,161100,160132,162765,157541
200128,337746,236552,337563,336587,338217
200129,160974,161100,160132,159762,162338
200130,161100,156447,161077,161858,162338
200131,160132,199198,198610,199418,198822
200132,331078,195019,4533,187183,160974
200133,199198,198610,198820,199844,199418
200134,283041,161602,336250,337051,337563
200135,337746,337563,336587,338217,337080
200136,162338,58019,161100,58303,57615
200137,336250,96739,95504,337746,286060
200138,158536,156447,159762,156618,270229
200139,206407,207813,207282,207634,207167
200140,285524,283402,8030,236244,10197
200141,161100,158229,336250,337051,119493
200142,314343,315104,312804,312276,330918
200143,338497,333225,211481,166581,160974
200144,124196,199591,198159,198820,166539
200145,161100,160132,162338,160974,158536
200146,234411,234994,233446,236645,96029
200147,266007,265994,266009,272803,271677
200148,160974,162338,158082,161858,161100
200149,320471,320117,320901,319514,319880
200150,337563,338217,338040,337746,337080
200151,62599,62761,62760,62751,62434
200152,298246,299626,298584,299099,300007
200153,162296,159943,162351,159266,161801
200154,286209,282933,284944,289186,288321
200155,95585,96460,96731,95726,95977
200156,160974,161100,158536,166282,162338
200157,158536,162338,161100,166177,202308
200158,336250,337051,336301,199198,337354
200159,337087,337563,338217,337293,336414
200160,206407,208235,205866,206120,207282
200161,202338,202428,202652,202455,202381
200162,62751,61966,62750,62599,62445
200163,299459,300076,300356,298646,284547
200164,298246,299626,298584,299099,300007
200165,198610,199197,198817,198822,199938
200166,124196,283272,283392,283391,282964
200167,198610,199197,198817,198822,199938
200168,78357,74712,74666,74705,74581
200169,124228,124734,123368,128551,124751
200170,198610,96739,292899,199197,96917
200171,96029,96103,195147,96917,95977
200172,160974,162765,161100,159764,160132
200173,298246,299626,298584,299099,300007
200174,331643,348111,293513,284339,348106
200175,158536,156447,159762,156618,160974
200176,58692,58080,59057,57780,209200
200177,198610,199197,198817,198822,199938
200178,160337,158657,158257,158536,156447
200179,118855,118391,352902,118777,336912
200180,304746,304581,303658,304612,303565
200181,282741,286209,282740,285446,285269
200182,198822,198610,198615,199418,199114
200183,158536,156447,159762,156618,272218
200184,270229,166338,272803,156963,162765
200185,4715,5134,4734,4598,4729
200186,307662,307986,308414,337087,342917
200187,254786,255457,255207,234987,236645
200188,285343,284382,286161,285422,283928
200189,58566,215604,95688,216075,336912
200190,50815,50611,50494,33583,50405
200191,123564,124196,337563,95977,129289
200192,234432,236645,236766,161100,158536
200193,160132,160131,313006,309528,160974
200194,158536,156447,159762,156618,160974
200195,160974,162765,161100,166581,159764
200196,198610,199197,198817,198822,199938
200197,289186,288321,288482,198610,199197
200198,272334,271261,273673,30405,324830
200199,286209,282933,284944,211455,282741
200200,337563,338217,337087,338040,337051
200201,162765,338161,285422,160974,284382
200202,300485,296527,58566,57962,236289
200203,118443,245041,198610,199197,198817
200204,336250,337563,95977,337354,337087
200205,353575,352620,214534,214471,214139
200206,160974,161100,160132,277068,277067
200207,313655,314424,313728,314413,312305
200208,168505,50494,50569,36484,159938
200209,129202,123564,123374,128551,124196
200210,226648,5341,226460,226595,226496
200211,293050,292924,292992,292604,119009
200212,244179,124176,208138,59506,124196
200213,160974,161100,158536,87193,87234
200214,284773,32750,159762,160974,158229
200215,351318,159200,162369,108855,157541
200216,235777,236553,234192,285435,313556
200217,299463,300166,297943,299504,298552
200218,137697,337563,337087,338040,136041
200219,49012,158293,47794,47807,48552
200220,286161,284382,284547,285435,286356
200221,166284,161100,160132,357812,162147
200222,129888,118855,118391,118777,338217
200223,207634,209236,205861,207927,203260
200224,198820,336223,336220,186819,199198
200225,298246,299626,298584,299099,300007
200226,226595,5314,226569,226681,226496
200227,206735,205861,207634,207391,206407
200228,236358,236289,234189,283041,282964
200229,236244,286161,285343,284382,236289
200230,160974,161100,158536,166282,160132
200231,166338,156963,162765,156620,159762
200232,298246,299626,298584,299099,300007
200233,336807,336934,284474,338217,57475
200234,182006,181967,184081,181486,337087
200235,31691,31097,32454,31023,30405
200236,286209,284177,284191,50405,319511
200237,123368,124734,128551,127133,124228
200238,172051,172323,172507,172121,174214
200239,70215,70217,233642,162718,123368
200240,160974,161100,160132,159762,162338
200241,285422,284382,286356,284547,286161
200242,129202,123564,123374,128551,124196
200243,160974,124228,162718,284692,314875
200244,160132,160131,285422,160974,284382
200245,336250,337051,336301,337354,299104
200246,182006,195198,181967,236552,194923
200247,198610,199197,198817,198822,199938
200248,270229,272803,266009,272955,271316
200249,182006,63304,63308,181967,63295
200250,271487,272517,270675,272955,270976
200251,162147,172051,172323,172507,172121
200252,199418,199198,198610,199844,199114
200253,198610,199197,198817,198822,199938
200254,199198,337563,337746,336250,336761
200255,123368,124228,124734,140676,236565
200256,313996,224975,298639,300076,224431
200257,160132,42960,42737,42786,42808
200258,160974,119193,161100,288457,70215
200259,337563,337746,95977,96672,337080
200260,337873,336221,337624,337192,338093
200261,237643,284547,285342,284749,285435
200262,284547,285342,284749,285435,284382
200263,158536,162338,161100,166177,159540
200264,286161,285101,284547,283009,283667
200265,160974,161100,159034,162338,162718
200266,160974,161100,159762,162338,162765
200267,158536,160974,162338,161100,156560
200268,159762,319636,321119,158229,321118
200269,118707,118858,118697,119189,118180
200270,159762,161100,158536,156447,156618
200271,283391,288435,208071,206114,282964
200272,289186,288321,337563,337746,288482
200273,198610,199197,198817,198822,199938
200274,160974,162338,158082,161858,161100
200275,198610,336839,199197,198817,198822
200276,161100,207634,206120,158536,156447
200277,292992,314413,288528,288260,124196
200278,208048,337746,236553,293114,234128
200279,119165,118707,199198,182057,119189
200280,314526,156624,313189,214283,311902
200281,96739,95504,95977,96666,236338
200282,323949,324286,325175,324329,323926
200283,182006,181967,184081,181486,181134
200284,286161,216379,285342,285435,198610
200285,161100,158536,160974,156447,162338
200286,123368,141416,124734,124196,124228
200287,50494,50685,50864,50823,50611
200288,202455,202652,208048,202370,205869
200289,285342,285435,284474,284382,224354
200290,157735,162338,157541,161580,161100
200291,35908,35448,35465,83811,34885
200292,70335,186819,187109,186672,160974
200293,158536,156447,159762,156618,270229
200294,160974,162338,156618,161100,42656
200295,2656,2965,2197,124196,199114
200296,272218,337087,337563,338217,337293
200297,48024,48941,48972,48421,282741
200298,123368,124734,124228,198615,199114
200299,158640,160974,162765,161100,96739
200300,198659,111031,199406,199078,198159
200301,123368,124228,337746,123826,160974
200302,289186,337087,288320,337563,336250
200303,258193,160132,156447,293114,162018
200304,206735,208048,206120,207282,205958
200305,123559,337087,124352,337563,338217
200306,312905,313556,314413,312870,313082
200307,166581,166572,166580,156355,158536
200308,288475,331078,351318,311069,352673
200309,95585,96460,96731,202672,95726
200310,158536,156447,159762,156618,160974
200311,63304,63308,324830,63295,141027
200312,48972,285422,48421,284382,286356
200313,118443,198610,199197,198817,198822
200314,166338,156963,162765,156620,159762
200315,124751,352496,216053,285101,124617
200316,270482,288475,331078,351318,311069
200317,156447,158229,162147,158536,159762
200318,96029,96103,96917,95977,95834
200319,124751,124228,124196,124755,123826
200320,59131,57616,57615,57962,58333
200321,198610,199197,198817,198822,199938
200322,207634,206407,298316,207397,205847
200323,336761,181134,237282,182006,336839
200324,166338,156963,162765,156620,159762
200325,166581,166572,166582,166282,166539
200326,198610,292899,199197,198817,198822
200327,337563,272955,198610,199197,63304
200328,336807,337438,2656,3713,336286
200329,288475,270229,331078,351318,311069
200330,226595,10630,5314,226569,226681
200331,161100,160974,158536,160131,156447
200332,31068,30771,285435,283327,182006
200333,160974,162338,158536,159034,186819
200334,95977,206808,162765,161100,289186
200335,353675,352673,352496,353847,353631
200336,276946,277154,277067,277046,123368
200337,158536,156447,159762,156618,160974
200338,182513,183686,207834,207485,207975
200339,245299,245128,245230,236643,237142
200340,30247,30770,30876,30611,31068
200341,162338,158536,156447,156624,160132
200342,272143,234698,123909,336221,96210
200343,118443,336839,337563,118444,336587
200344,124196,124749,123564,214744,233715
200345,50815,50611,50494,33583,50405
200346,298246,15152,299626,298584,299099
200347,49012,48758,48972,47718,47807
200348,59077,59499,57765,57607,20591
200349,96672,336587,95977,338217,58566
200350,162338,161100,159762,160132,158536
200351,336250,337051,336301,182006,337354
200352,234432,233420,236289,236904,157735
200353,162765,160148,156963,107196,166338
200354,285342,285435,286161,199198,284474
200355,161602,156389,158723,162276,161169
200356,57475,97528,97577,95977,58566
200357,96029,96103,96917,95977,95834
200358,198610,199197,198817,198822,199938
200359,10197,10127,9126,95977,128551
200360,162338,161100,160974,160132,158536
200361,182006,181967,184081,181486,181134
200362,124734,162147,123368,140676,235669
200363,172051,172323,172507,172121,174214
200364,157735,156807,158767,157541,158512
200365,124196,123564,124749,124549,123368
200366,158536,156447,159762,156618,160974
200367,331078,277300,277282,162018,108856
200368,206427,205847,331684,331811,207630
200369,123368,124734,124228,124717,283402
200370,284547,336839,285342,337563,284749
200371,160974,161100,158536,162765,159764
200372,161100,162765,160974,159762,156963
200373,160974,162765,161100,159764,160132
200374,202308,202299,202652,202338,159944
200375,336250,337354,236358,199114,198615
200376,276946,293114,292424,277222,276775
200377,270229,272803,266009,272955,271316
200378,107298,107297,107299,107302,107290
200379,236552,284547,286161,284474,284382
200380,284547,286161,288321,283667,288500
200381,129694,128289,128894,129892,129364
200382,182006,181967,184081,181486,181134
200383,198610,199197,198817,198822,199938
200384,284547,286161,285435,284382,336380
200385,123368,124549,141416,124177,124196
200386,156447,158229,158536,159762,156618
200387,161100,158536,162338,166177,156447
200388,159762,123559,124352,123393,123290
200389,198610,199197,198817,198822,199938
200390,14923,14290,15885,14810,14644
200391,158536,156447,159762,156618,50815
200392,176586,176885,177920,177442,176793
200393,161100,158536,162338,156447,159034
200394,276882,162147,276946,172051,172323
200395,58303,276970,292726,198610,199197
200396,337854,337563,336250,352727,333959
200397,162765,160974,161100,159764,160132
200398,141027,141001,141406,123368,100953
200399,166581,166572,166582,166282,166539
200400,65656,66066,68684,66292,65896
200401,159762,158229,161100,162338,160974
200402,199198,285422,198822,284382,286356
200403,236289,48520,234318,48712,48565
200404,336250,337563,96739,337854,95504
200405,182006,181967,184081,181486,181134
200406,337563,352902,199406,336223,353849
200407,160974,162338,158082,161858,161100
200408,97005,96739,96917,96103,97072
200409,159762,107196,158229,156624,107083
200410,128551,158229,159762,65374,161100
200411,160132,65656,156447,288301,66055
200412,313006,309528,314066,140216,136216
200413,284382,286356,286161,162338,160974
200414,338040,336574,336575,337563,338217
200415,337563,337087,338040,198610,336839
200416,166430,166585,165788,166582,166581
200417,304093,304382,166338,304017,303964
200418,270229,272803,266009,272955,271316
200419,326951,327400,327131,327643,326853
200420,289186,288321,132475,288482,206808
200421,162338,161100,206407,158536,160132
200422,198610,96739,199197,96917,198817
200423,159762,162338,161100,160974,118855
200424,282933,283026,286209,286336,284944
200425,97005,96739,96672,95977,96418
200426,236289,234192,194881,337563,236552
200427,159762,140528,140659,141134,140617
200428,149745,61560,336839,224355,337563
200429,96103,96241,95688,96487,96185
200430,160974,162338,156618,161100,159762
200431,158723,161178,158536,157830,161169
200432,225065,225073,224431,225775,224855
200433,284773,235777,95977,285261,337563
200434,161100,158536,162338,285524,284382
200435,160132,357812,270229,162147,161580
200436,123368,124734,141416,124228,124196
200437,236444,284998,63304,63308,63295
200438,128551,130018,128879,124177,129275
200439,160974,162765,161100,159764,160132
200440,123564,123374,124196,292633,95977
200441,96321,96739,96103,97482,96077
200442,50815,50611,50494,33583,50405
200443,172051,172323,172507,172121,174214
200444,270229,272803,266009,272955,271316
200445,96739,96917,141027,96065,141001
200446,127574,336250,337051,336301,198610
200447,198610,199197,198817,198822,199938
200448,225055,224000,208235,207282,206407
200449,207757,206735,162338,207035,207349
200450,160974,158536,161100,162338,95977
200451,70646,70023,71136,71236,70484
200452,16753,15353,15756,15146,14810
200453,337563,337087,338040,336250,336223
200454,166580,166539,352902,354086,352871
200455,298246,299626,298584,299099,300007
200456,160974,159762,161100,156560,59030
200457,108856,289007,108830,108853,288942
200458,209236,207630,206407,206120,209245
200459,224864,225073,224041,225514,224857
200460,160974,162765,161100,166581,159764
200461,160974,162765,161100,159764,160132
200462,285435,283327,48401,284452,284547
200463,198610,199197,198817,198822,199938
200464,129888,118443,96739,336839,96917
200465,119107,118318,119491,118618,119493
200466,272143,234698,123909,336221,96210
200467,270339,271919,270976,272955,273447
200468,182006,181967,184081,181486,181134
200469,235854,351820,353085,206861,353672
200470,209245,234189,225010,289186,288321
200471,132475,305094,133287,276946,303808
200472,128551,129513,129305,172051,172323
200473,337563,128551,333959,129289,337854
200474,292424,236358,70215,70217,285342
200475,160974,161100,158536,162765,159764
200476,159762,206065,206073,157332,208048
200477,277068,198610,199197,198817,198822
200478,286161,285342,284474,284452,284547
200479,199198,124755,123826,272218,124196
200480,324830,324453,123368,323567,140676
200481,233960,233541,237643,234592,236897
200482,121399,121414,121360,121784,121422
200483,303563,305094,303808,234432,303331
200484,285342,285435,284474,284382,286161
200485,298246,299626,298584,299099,300007
200486,198610,199197,198817,198822,199938
200487,235524,198610,199197,198817,198822
200488,158536,156447,159762,156618,160974
200489,216379,292689,292552,182006,216191
200490,50494,50685,33583,202427,202388
200491,209236,206120,209245,235276,336839
200492,161100,161858,159034,283041,226595
200493,159762,289186,288321,288482,336380
200494,123368,124228,124734,141416,124679
200495,95485,96829,96103,96940,97005
200496,337051,336250,336664,337563,285446
200497,160974,161100,160132,159762,162338
200498,337563,128551,337087,338040,234443
200499,96029,336839,96103,337563,336587
200500,123368,140528,141416,182776,184163
200501,336934,283391,336381,172051,172323
200502,160974,162765,161100,159764,160132
200503,123368,124734,124196,141416,124177
200504,87188,87234,87194,87696,33430
200505,337563,337087,338040,160132,162147
200506,285446,286209,284773,285101,108856
200507,158536,161100,162338,239111,239636
200508,182006,95585,96460,96731,128551
200509,162384,161602,161801,159943,285446
200510,198610,199197,198817,198822,199938
200511,216379,284547,218724,224230,124755
200512,96739,336839,96917,337563,336587
200513,300472,300923,298820,300585,300370
200514,285422,284382,286356,284547,286161
200515,166338,156963,162765,156620,159762
200516,124177,123698,124228,124751,124717
200517,128551,292924,292851,292633,292604
200518,336250,129888,337051,336301,198610
200519,288320,286209,284547,288482,288321
200520,159762,158536,156447,156618,234978
200521,160974,162765,161100,158536,159762
200522,225514,224857,225596,121834,224654
200523,255397,255160,254526,255741,255556
200524,337854,337563,336250,333959,96739
200525,336450,337746,198610,199197,63307
200526,284773,284066,182333,284583,181274
200527,48520,48586,49033,48668,48543
200528,84061,84681,83565,84386,84157
200529,336587,338217,337746,198610,336839
200530,166581,166572,166582,166282,166539
200531,286161,285435,284474,284452,284382
200532,226496,5314,226648,226563,226595
200533,270229,272803,266009,272955,271316
200534,158536,161100,160974,162338,159762
200535,42551,182006,181967,184081,181486
200536,160132,160131,160974,162765,161100
200537,161100,162338,160974,285435,284452
200538,234195,236189,236552,236444,237612
200539,208048,208235,206735,207282,205866
200540,57616,123368,124196,58333,124749
200541,234189,156447,158229,161580,235525
200542,224355,224714,203218,224354,225055
200543,211442,212133,211483,211556,211481
200544,166539,166580,166040,50494,50685
200545,208071,206627,206104,207167,160132
200546,284547,182006,285342,181967,284749
200547,166338,156963,162765,156620,159762
200548,254786,254930,255722,255821,255017
200549,160974,161100,158536,162765,159764
200550,285343,284382,286161,285422,283928
200551,161100,160974,158536,162338,211722
200552,161100,337563,96739,96065,159540
200553,234413,50823,235276,161801,207757
200554,123368,124065,140676,124228,313006
200555,181837,129513,128551,129289,337087
200556,161100,159762,162338,160974,108856
200557,183566,184205,183398,183521,182701
200558,123368,124228,124734,160132,123826
200559,35908,35448,35465,83811,34885
200560,285384,286209,284773,285412,284154
200561,158536,156447,159762,156618,270229
200562,300277,338015,285422,284382,286356
200563,161100,158536,160132,286161,160974
200564,124228,123368,124177,199114,124751
200565,198610,199197,198817,198822,199938
200566,162369,157541,157546,284692,70397
200567,292689,292552,123368,124717,292622
200568,161100,158536,156963,160132,156447
200569,158536,156447,159762,156618,160974
200570,161100,157541,162338,160132,30164
200571,276741,202330,202459,202372,202308
200572,337746,337563,289186,288457,338217
200573,237452,198610,199197,198817,187065
200574,160974,161100,123368,124228,160132
200575,161100,270229,160132,158536,271707
200576,63304,63308,272218,129368,63295
200577,234987,236645,234432,235028,235745
200578,198610,199197,198817,198822,199938
200579,206065,283402,284851,202427,206073
200580,198610,199844,199418,198822,199114
200581,270229,272803,266009,272955,271316
200582,58095,58333,59436,57475,58637
200583,50815,50611,50494,33583,50405
200584,119488,118697,119490,119046,119117
200585,96739,96917,337563,95977,337087
200586,162338,160974,161100,123368,124549
200587,129289,129275,127133,128551,127574
200588,198610,199197,198817,198822,199938
200589,283009,285101,286209,284339,236444
200590,198610,199197,198817,198822,199938
200591,336250,337563,337854,337746,337080
200592,182006,181967,184081,181486,181134
200593,195428,194237,195804,195009,195147
200594,124755,123826,206065,124196,206073
200595,202338,202652,206639,202299,202388
200596,162369,162276,160974,355160,207282
200597,123368,124196,124755,124129,124549
200598,160974,236877,161100,162765,233446
200599,198610,199197,198817,198822,199938
200600,204029,98394,296282,74341,98848
200601,182006,181967,184081,181486,181134
200602,270229,272803,266009,272955,271316
200603,199207,307662,307986,308414,336223
200604,337563,337087,338040,336250,338217
200605,270229,272803,266009,272955,271316
200606,272803,266009,273157,266007,270675
200607,160974,162338,156618,161100,313006
200608,160974,158536,161100,162338,156355
200609,96029,185943,288743,96103,186672
200610,172051,172323,172507,172121,174214
200611,160132,357812,162147,161580,156521
200612,158536,156447,159762,156618,160974
200613,276882,276946,129888,272218,129289
200614,160974,159762,161100,156560,158536
200615,96739,96917,96065,96203,95504
200616,286161,181837,285342,285435,63307
200617,337563,337746,338040,337087,337080
200618,273157,266007,266009,272514,270229
200619,160974,162765,234268,301105,161100
200620,270229,272803,266009,272955,271316
200621,298246,299626,298584,299099,300007
200622,158536,162338,161100,160132,156447
200623,288457,124196,289186,160974,288320
200624,324830,285422,284382,286356,284547
200625,159762,158536,156447,156618,160974
200626,289186,288321,288482,236244,288457
200627,70335,208150,208071,70649,199938
200628,160974,161100,158536,162765,160132
200629,156622,161858,159034,156618,338217
200630,236904,20591,63304,17527,63308
200631,161100,166177,158536,162338,123756
200632,348101,298246,162369,161411,157623
200633,124196,337563,338040,160974,123564
200634,284547,286161,162147,9126,123368
200635,276946,198610,199197,198817,198822
200636,95722,245181,245669,245084,48401
200637,159762,128551,129513,129305,288440
200638,161801,157332,159619,160428,162839
200639,160974,161100,162765,158536,162338
200640,166338,156963,162765,156620,159762
200641,226595,63307,5314,63281,226569
200642,195147,195148,194881,195773,195191
200643,352902,129368,129344,353849,129905
200644,336587,337563,338217,337087,338040
200645,121674,121834,121098,215993,338015
200646,158536,156447,159762,156618,160974
200647,161100,162338,336587,206534,338217
200648,156447,158229,285635,62434,285908
200649,237264,202308,202459,202299,235287
200650,198610,199197,198817,198822,324830
200651,159762,236565,352902,234814,234268
200652,159762,156808,160974,161100,313996
200653,288604,95585,96460,96731,336912
200654,158723,158657,157595,156389,284547
200655,65554,66326,66473,65988,66066
200656,173406,173427,174390,173969,174738
200657,128551,129513,129305,129165,129289
200658,198610,199114,48401,199197,31068
200659,236444,235669,234195,233446,236189
200660,124196,123368,123564,124734,141416
200661,158536,156447,159762,156618,160974
200662,157261,161976,157331,107165,86898
200663,162276,159266,330894,162444,256433
200664,162765,161100,160131,108856,337854
200665,283402,31677,284851,276946,58238
200666,218724,217906,218330,217963,218355
200667,206073,172051,208071,207994,172323
200668,198610,199197,198817,198822,199938
200669,161801,162351,162839,159938,226595
200670,283402,96029,195167,195642,96103
200671,337563,336250,70519,96739,96065
200672,257586,235287,214021,166201,166284
200673,124228,123368,123826,124196,141416
200674,206735,205861,207634,205847,207757
200675,198610,199197,198817,62434,198822
200676,161100,156963,159763,156654,162296
200677,160974,162338,158082,161858,161100
200678,195148,194881,195147,195191,194339
200679,237452,237822,234128,236289,234980
200680,288475,331078,351318,311069,352673
200681,119189,119107,119336,118357,224354
200682,162338,161100,284547,284382,286161
200683,198610,199197,198817,198822,199938
200684,276970,292726,70215,70217,284547
200685,162276,159762,285524,157748,166381
200686,95977,96672,96103,96152,96029
200687,156447,158229,156808,160974,161100
200688,337782,50611,351318,50864,50405
200689,158536,158192,156447,158905,159762
200690,118449,31348,336839,128551,32340
200691,73287,73271,96103,96917,96241
200692,320471,320901,319514,320117,123368
200693,236358,206073,206735,237643,209236
200694,159762,9126,10197,9308,132475
200695,199198,198610,199418,198822,199114
200696,199198,283402,284851,198610,288435
200697,96739,95504,95977,96666,198610
200698,159762,162338,161100,160974,289186
200699,198610,199197,198817,198822,199938
200700,160974,161100,161580,83565,160132
200701,336250,337051,285101,313006,336301
200702,199198,198610,198820,199844,199418
200703,236289,234189,336250,336807,336362
200704,292899,293429,293335,293333,292647
200705,132475,128551,129513,324830,129305
200706,182006,181967,305094,184081,181486
200707,48213,47718,48520,47974,47683
200708,199198,199418,198610,198822,199844
200709,123564,124196,337782,336934,336381
200710,285435,283327,284452,284547,283041
200711,160132,357812,270229,162147,161580
200712,159762,158229,161100,162338,160974
200713,337563,337746,337080,336839,218413
200714,336250,337563,161100,160131,160132
200715,236643,234128,237452,234481,235443
200716,314343,313746,313242,324916,310235
200717,172051,172323,172507,172121,174214
200718,236189,236482,237612,158536,236273
200719,4528,5252,4673,5090,4715
200720,324830,324453,323567,158536,156447
200721,124734,124228,123368,123698,123559
200722,128957,127133,129275,128994,129289
200723,304664,304581,304641,305017,304834
200724,140803,140971,141414,140347,141130
200725,198610,20591,199197,198817,17527
200726,158536,156447,159762,156618,160974
200727,161100,162765,160132,158536,159762
200728,160132,161100,166282,162300,159943
200729,160131,159762,161602,160974,158723
200730,216379,145209,145480,145473,145804
200731,272143,234698,123909,336221,96210
200732,166338,156963,162765,156620,159762
200733,285342,285435,284474,284382,286161
200734,198610,199197,198817,198822,199938
200735,337563,337746,95834,96487,337080
200736,181837,184164,182474,183566,181967
200737,198610,199197,198817,198822,199938
200738,182006,236565,181967,234814,234268
200739,160974,162718,162655,158536,156447
200740,159762,284452,284474,284547,285342
200741,50815,50611,50494,33583,50405
200742,313006,336839,337563,336587,309528
200743,158536,156447,159762,156618,160974
200744,158536,156447,159762,156618,160974
200745,182006,181967,184081,181486,181134
200746,161100,158536,160974,162765,160132
200747,159762,158229,161100,162338,160974
200748,160974,161100,159762,157541,162369
200749,132475,198610,199197,198817,352902
200750,36161,36208,36605,36273,35486
200751,42656,96029,96103,338161,96960
200752,353798,351876,162338,162765,352620
200753,288320,288482,30405,288500,288457
200754,337746,336250,337563,336587,338217
200755,166338,156963,162765,156620,159762
200756,158536,235468,160974,156618,161100
200757,118443,336839,337563,118444,336587
200758,96672,95977,198610,199197,198817
200759,96029,96103,96917,95977,95834
200760,172051,172323,172507,172121,174214
200761,202338,123368,202325,124734,202652
200762,233960,233541,227867,237643,234592
200763,124196,123368,123564,124549,123559
200764,160974,161100,162338,159762,160132
200765,160132,357812,270229,162147,161580
200766,161100,158536,160132,160974,160131
200767,160974,123564,161100,162765,160132
200768,199411,198355,199647,198420,199114
200769,63294,236904,63281,233728,63269
200770,50494,50823,50611,50405,211722
200771,50815,50611,50494,33583,50405
200772,57765,57474,58699,59146,58337
200773,160974,161100,160132,337438,336286
200774,161100,160974,124749,123564,124196
